source_video,target_video,source_start,source_end,target_start,target_end,group,category,is_duplicate
0a6a553c5d2d7eb7409eb580e7da01f60e3176f1.flv,6280e17346f8c34c231180e8d659f804d111fa6b.mp4,1.0,188.0,26.0,92.0,1121,troy_achilles_and_hector,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,f150e062960b477adcac3f12ef4543337f5a91a4.flv,0.0,8.0,6.0,14.0,269,obama_kicks_door,True
9e94d3404faee3a1e3c78fb33064319511428103.flv,,202.0,211.0,,,,the_last_samurai_last_battle,False
10732a0e6a0edef9dcbb2155236e46a7ed5047c0.flv,126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,10.0,19.0,0.0,8.0,269,obama_kicks_door,True
136eff8ef85eee42b2370ad6e444498980ba63a8.mp4,2fe7b38b1cbdfdf5d6075ee2b2cd9fee2cf7d7c1.flv,0.0,149.0,0.0,142.0,688,scent_of_woman_tango,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,5df28e18b3d8fbdc0f4cd07ef5aefcdc1b4f8d42.flv,152.0,175.0,40.0,63.0,777,t-mac_13_points_in_35_seconds,True
9110765efc621b8e551b94889875201f36a48d49.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv,3.0,12.0,0.0,9.0,211,maradona_hand_of_god,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,129.0,148.0,128.0,147.0,768,t-mac_13_points_in_35_seconds,True
9110765efc621b8e551b94889875201f36a48d49.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv,10.0,12.0,11.0,13.0,219,maradona_hand_of_god,True
93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,ffd89ce37eb32ff8748e5168da52b0e32dcd3022.mp4,32.0,43.0,0.0,11.0,267,obama_kicks_door,True
b441a4e7885a6735296550f6e765a3fc1da1947b.flv,ffc734ab3e218f50f27286750b42a924fa151ef5.flv,63.0,225.0,1.0,171.0,952,the_legend_of_1900_magic_waltz,True
3f81759e6e56e326c0deb3f1ca002e4c68d87eec.flv,91b2f55c188b8aa362fd2d2ac6bd08dbe7146bd5.flv,61.0,122.0,0.0,62.0,337,osama_bin_laden_is_dead_obama_speech_at_white_house,True
fa89363182761c182136f54fc7650930265a5bb4.flv,,298.0,298.72,,,,the_last_samurai_last_battle,False
458480841d12331e4dea9557886acd2ac957e9cd.mp4,89b40b8ef5ec589cd8e4ebe5970e6b488f6b31ad.flv,0.0,4.0,1.0,5.0,301,osama_bin_laden_is_dead_obama_speech_at_white_house,True
2bdf8029b38735a992a56e32cfc81466eea81286.flv,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,80.0,87.0,12.0,19.0,784,t-mac_13_points_in_35_seconds,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,0.0,8.0,6.0,14.0,269,obama_kicks_door,True
b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,b75d15d45b34b0aba85ebc67fdc9fac93e20fd26.flv,23.0,30.0,12.0,19.0,784,t-mac_13_points_in_35_seconds,True
4aec2dcc12e748c4d2ff51fd6e84fac3fd9b5748.flv,4df943d4903333df61bb3854d47365edf3076b5b.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
5f6527456bf2b4c460737a1c222dbd0e70009030.flv,6171d3d87ae377e497199554033bca96a263277b.flv,0.0,131.0,0.0,131.0,9,beautiful_mind_game_theory,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1845.0,1860.0,,,,obama_kicks_door,False
0bd7440f5fdf08fa30d2281f111ed4ae97d836a4.flv,3d05bb64144049ccc7bc64001538f7e8ea50bf8b.flv,50.0,68.0,173.0,191.0,811,t-mac_13_points_in_35_seconds,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,c854dfdd9b038a39cf36d5ded719822e1e5e942a.flv,0.0,14.0,24.0,38.0,262,obama_kicks_door,True
5f67871d5d377ddc9743ec8fce5f362f09621466.mp4,df9176364d95bda36fced3537e44b838cb548e78.flv,0.0,561.0,13.0,574.0,310,osama_bin_laden_is_dead_obama_speech_at_white_house,True
5f67871d5d377ddc9743ec8fce5f362f09621466.mp4,d073f04bba4abb056f4be01b6f1bf5b58bb330de.flv,0.0,555.0,7.0,562.0,362,osama_bin_laden_is_dead_obama_speech_at_white_house,True
b4d71ae78d81a607ddc2951bfd0a2e3ce46e6d91.flv,,396.0,411.0,,,,the_last_samurai_last_battle,False
20d29f3a064272395f59c40cc0c29e7f6c4ff48c.flv,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,504.0,505.0,88.0,90.0,685,scent_of_woman_tango,True
b9d57bdc2d729020825f9617089e1aee6be798fe.flv,c9cee9c02cc23af3a26ee9548b895addd643974f.flv,340.0,368.0,191.0,220.0,714,scent_of_woman_tango,True
275ca13a391d89d08b7de46c23c4430070c3251c.flv,980970c70070421c46fb122e7a6ebc59682e697d.flv,0.0,184.0,0.0,184.0,546,ronaldinho_ping_pong,True
3ed4f5c0eb04c94353594e8be1a72bcc657e27c7.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,5.0,14.0,9.0,18.0,211,maradona_hand_of_god,True
c4684f69b4fe383c4c3bf502f6444a9abc7342ac.mp4,e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,0.0,10.0,501.0,511.0,268,obama_kicks_door,True
14c262ea09b4ca66feb7e88cf57e0faaeacc301f.mp4,553d57eaab222c10c21018a6adc6d79841ba07e0.flv,0.0,13.0,1.0,14.0,265,obama_kicks_door,True
988c10a00144e5cc99f35d5c2e819ae83a14af00.flv,be847241c99460843de85ffa104b07dcac62e588.flv,0.0,68.0,0.0,153.0,999,titanic_fly_scene,True
9f7862bcee961fdec039a3f287ad7c8351cfbed9.flv,a0fc0a97772388012c3d2062b36086d2cfb2bc82.flv,19.0,33.0,0.0,15.0,1257,troy_achilles_and_hector,True
650b4f7667e95e743b944c7e6602ada613b87377.flv,67a70784ba5e4a26b6a3d95900a6b737f92af14c.mp4,27.0,37.0,0.0,10.0,268,obama_kicks_door,True
a100d2d414f1faa59abdb409e8858d6a4ba96618.flv,ab12206048207553294916664d0ebf1cd9e81ef6.flv,36.0,39.0,27.0,30.0,22,beckham_70_yard_goal,True
31c0c6ca1fb0a7c86e0aff458bffd0002d42ef3e.flv,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,105.0,128.0,60.0,84.0,684,scent_of_woman_tango,True
1e0136fbd902af54aa012949158c995b75f9b443.flv,8dab37af058628a51bd4b7e0a5a0c1cd5234f6ac.flv,0.0,209.0,0.0,209.0,962,the_pursuit_of_happyness_-_job_interview,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,9ad3cc564c4f1b52ce076068e3830a70b9abccbf.flv,141.0,147.0,40.0,44.0,794,t-mac_13_points_in_35_seconds,True
296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,963f76298aaaab30e407bfe87eb25f3f2621d52d.flv,0.0,4.0,9.0,13.0,267,obama_kicks_door,True
4ffe88b2da93f727952dc3104e70c0b0665d9e1a.flv,54f841cdb1b1a498c656bd541d23c690b70737bd.flv,0.0,14.0,3.0,17.0,42,beckham_70_yard_goal,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,111.0,148.0,51.0,91.0,760,t-mac_13_points_in_35_seconds,True
200130e0c39f0239a22ad3f873feac30e88134df.flv,704ed7f6755163d92e4344ede58a30e14ceb5ed4.flv,72.0,77.0,99.0,105.0,561,saving_private_ryan_omaha_beach,True
c6d6d37c73f364e3902407e1da07c8e354f66c13.flv,,95.0,110.0,,,,president_obama_takes_oath,False
c4684f69b4fe383c4c3bf502f6444a9abc7342ac.mp4,f150e062960b477adcac3f12ef4543337f5a91a4.flv,0.0,11.0,2.0,13.0,267,obama_kicks_door,True
1c30bd1429c68113b2e9adc4e080488d743b14df.flv,1e65b3cc99734d5b44474fd883a58e27e7644360.flv,8.0,175.0,0.0,167.0,963,the_pursuit_of_happyness_-_job_interview,True
089bc4a7f6d8747dad92507019b100c5ec09a883.flv,,341.0,353.0,,,,president_obama_takes_oath,False
772259df16f837eb39a6d525748541fe6e15eecf.flv,b90b0fdb3035754c78e100577387be7c39ea2404.flv,56.0,231.0,0.0,182.0,953,the_legend_of_1900_magic_waltz,True
94d686ecfa99d431b9f35e589e601057a2075b8e.flv,a62ac3f909e921e2ae89e2ed4c272cfadab838a3.mp4,211.0,225.0,199.0,214.0,902,the_last_samurai_last_battle,True
127dab55025984673f65d3a23b1fea99ecc79b15.mp4,,289.0,300.85,,,,dove_evolution_commercial,False
8eced8631e728d892ecce8b2d916e8f12c03f63b.flv,c93fd45d975f63d8341fe603023a9d0258b4e02b.flv,160.0,163.0,48.0,51.0,1101,titanic_fly_scene,True
481f7052a3be44d9f7d1f6d2f809c0a4f17cb175.mp4,f30a503af68c95032a23557171ed7f788f0df018.flv,7.0,154.0,0.0,147.0,689,scent_of_woman_tango,True
35cea0d48b9b69a6cda373766ea586ccaa5ba78d.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,4.0,14.0,0.0,10.0,813,t-mac_13_points_in_35_seconds,True
3ec7ab68ed6a1690d7c0074bc563d0dccac57726.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv,62.0,70.0,1.0,9.0,211,maradona_hand_of_god,True
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,bf9df08bb9164d1b971557a9b9f6140096c92b0c.mp4,40.0,52.0,157.0,169.0,102,dove_evolution_commercial,True
3f551cfb6385305e37906ce36ba8adc47ebc4cb3.flv,8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,44.0,47.0,130.0,133.0,98,dove_evolution_commercial,True
3d0a3002441f682c7124806eb9b92c677af2ee9e.flv,b75d15d45b34b0aba85ebc67fdc9fac93e20fd26.flv,117.0,133.0,22.0,38.0,796,t-mac_13_points_in_35_seconds,True
9067be820dde81e11fc69146317995110f408627.flv,,87.0,102.0,,,,the_last_samurai_last_battle,False
49eccab61ab137fc0ab04c8029e3caec0fa2b35f.flv,e2d1ca4b2657cd82092765801adda59a7f71bc56.mp4,6.0,11.0,0.0,5.0,1318,zidane_headbutt,True
ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,f30a503af68c95032a23557171ed7f788f0df018.flv,364.0,510.0,0.0,147.0,689,scent_of_woman_tango,True
5d38467d3becf8273bd7ae9028a37fcb0cc3828b.flv,e4516162efaa2bb36d38fbf245bc41b6fd24f443.flv,55.0,58.0,31.0,34.0,22,beckham_70_yard_goal,True
90b2f3863d924c7aef594b86c1d3a10092ff141e.mp4,,30.0,45.0,,,,titanic_fly_scene,False
46b544ed68b9a32afb08f2509c1e6776e9807037.flv,813837205d30049992f5fce833fcc668229cd204.flv,0.0,150.0,311.0,461.0,688,scent_of_woman_tango,True
0ab11b52561e9255423b01f29f7904a6dcadd87b.flv,13f06a567cbee6f40952cc13817a7774caa72903.flv,2.0,44.0,4.0,46.0,1301,zidane_headbutt,True
b61905d41276ccf2af59d4985158f8b1ce1d4990.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,42.0,51.0,106.0,115.0,786,t-mac_13_points_in_35_seconds,True
1923a4832593ecf189271664f80e8fbdfa451dec.flv,3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,3.0,17.0,38.0,52.0,262,obama_kicks_door,True
74c3753f0751b532dd29c947777e5825dd3b2392.flv,d821d4ffbf4f727e376164e2ad149757b70d0579.flv,0.0,221.0,72.0,284.0,970,the_pursuit_of_happyness_-_job_interview,True
8fb97b98e2f27c9f162d6c1d6c27806c84af8e8d.flv,9c1d7e91288e07083e4456f8fe6b771aba039ed1.flv,8.0,82.0,0.0,74.0,103,dove_evolution_commercial,True
375e6b7b7b63d2a84798226ef0cef8f50135e90a.flv,9110765efc621b8e551b94889875201f36a48d49.flv,12.0,21.0,3.0,12.0,211,maradona_hand_of_god,True
df839544c199b12b5de023c1ee8511b947f5c999.flv,,14.0,19.0,,,,maradona_hand_of_god,False
8105112836d236b232243624663911147a944ed4.mp4,8b183ce1a33c5ab3eec1b3dc91e29b98f52bd3c1.flv,10.0,30.0,12.0,24.0,1005,titanic_fly_scene,True
436657d23d80e9dbce2df57db62a3b45e05d475e.flv,93cad7675cea2f7c761ad9fc2ee72baee61f38e3.flv,183.0,187.0,283.0,287.0,912,the_last_samurai_last_battle,True
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,1253.0,1268.0,,,,president_obama_takes_oath,False
3edda6ce4f34d8bcc1b3843100c36ddbef3c46df.flv,d8bc8b695ab831b8f511dd2ab56d7e7ac0cd1a21.flv,4.0,560.0,0.0,556.0,327,osama_bin_laden_is_dead_obama_speech_at_white_house,True
da1854c05d28b4d56f176c1aae5b14d7b9e36536.flv,ddf4ea3ad374dad0d4abc418418581632547f2fc.flv,105.0,251.0,0.0,147.0,737,scent_of_woman_tango,True
010aeeb1a5d471418ceab8f8c0d5f34d84059cff.flv,fbd257e13786ad8bc65da9830f99da038a845079.flv,0.0,142.0,368.0,510.0,674,scent_of_woman_tango,True
7a80366e144e759603a9ebecfd91848196e255d2.flv,7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,85.0,87.0,25.0,27.0,163,infernal_affairs_1,True
2bdf8029b38735a992a56e32cfc81466eea81286.flv,a99ef662562ec242651946259b170b409c0d48d7.mp4,222.0,227.0,47.0,52.0,793,t-mac_13_points_in_35_seconds,True
10732a0e6a0edef9dcbb2155236e46a7ed5047c0.flv,296daa1f5eff17f2a2cb02cf052deccdacca0c24.flv,14.0,18.0,0.0,4.0,267,obama_kicks_door,True
3d0a3002441f682c7124806eb9b92c677af2ee9e.flv,e4b443e64c27a3364d16db8e11e6e85f2d3fd7ed.flv,96.0,104.0,8.0,16.0,805,t-mac_13_points_in_35_seconds,True
a92bd54b230f71a3542ffda4285be00336118261.flv,d073f04bba4abb056f4be01b6f1bf5b58bb330de.flv,0.0,322.0,9.0,341.0,315,osama_bin_laden_is_dead_obama_speech_at_white_house,True
650b4f7667e95e743b944c7e6602ada613b87377.flv,f26a39de8e8ec290703f4937977fc17322974748.flv,24.0,38.0,0.0,14.0,262,obama_kicks_door,True
8084216caff6082b4e71ae4bbfe556f28a68485f.flv,,135.0,147.0,,,,baggio_penalty_1994,False
93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,29.0,43.0,2.0,16.0,262,obama_kicks_door,True
97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,b34b81ce75ea0773ba04b3f1ddedf3f3fac823fa.flv,43.0,49.0,19.0,25.0,16,beckham_70_yard_goal,True
24a6a7d24464d6fe488abb181d89e426e8eeb837.mp4,6209e90f48cea8649c0c632f2486554524f11ca5.flv,0.0,16.0,5.0,21.0,298,osama_bin_laden_is_dead_obama_speech_at_white_house,True
0908a93749a07da23df25c1e7e13c4ceaeca1e23.flv,36058f2303f8f3792127c3aba23a770e2ce3a2af.flv,60.0,238.0,0.0,179.0,945,the_legend_of_1900_magic_waltz,True
7b2158aad4ea2e6c8f149bb869801b96734c1b1c.flv,8c207ab5a07d12d37dcb666ee8b69c3357bc07fb.flv,0.0,1.0,2.0,3.0,106,dove_evolution_commercial,True
76d63613abd080fe83b99cffe29e85ef01b12d40.flv,e89539c5310189d7333610e2a4b57b8648d30af5.flv,2.0,89.0,73.0,205.0,680,scent_of_woman_tango,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,345.0,360.0,,,,obama_kicks_door,False
18f317405a4f8e49e546b3f4df689030a1f6664c.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,294.0,309.0,54.0,69.0,809,t-mac_13_points_in_35_seconds,True
524ef63fbe3c17ac7dce07f21e19c22841269580.flv,,58.0,73.0,,,,titanic_fly_scene,False
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,360.0,375.0,,,,obama_kicks_door,False
500bc7f5c5c61a19a8d4489fece07fdc1d7ed50e.flv,abd84397791c7c16a1718e37e2821f232889d9ac.flv,0.0,164.0,27.0,184.0,947,the_legend_of_1900_magic_waltz,True
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,0ed02c5bbb500542f88f0d7285e56e1186ac9bf5.flv,16.0,18.0,7.0,9.0,1298,zidane_headbutt,True
7a80366e144e759603a9ebecfd91848196e255d2.flv,,227.0,242.0,,,,infernal_affairs_1,False
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,162.0,186.0,210.0,234.0,790,t-mac_13_points_in_35_seconds,True
bb1de1926803eea0fa311556b1c991fab3a73396.flv,,558.0,573.0,,,,osama_bin_laden_is_dead_obama_speech_at_white_house,False
53ff5686f46ac55ae5357e6e7856faf0f5f15173.flv,df9176364d95bda36fced3537e44b838cb548e78.flv,0.0,484.0,83.0,567.0,279,osama_bin_laden_is_dead_obama_speech_at_white_house,True
126f24a39b0ce19993d1fd7bd620fa98a3eda3a7.mp4,df0c9e9664cfa6720c94e13eae35ddb7a9b5b927.flv,0.0,8.0,26.0,34.0,269,obama_kicks_door,True
931eee04c9bc764b3005c949528dec603d1d8394.flv,ac1543adad8ecc32d98d9a67d75fb0a39f67b685.flv,2.0,89.0,373.0,505.0,680,scent_of_woman_tango,True
957f17421e19ce01afd6f92c895aba72342bd8ea.flv,,1605.0,1620.0,,,,obama_kicks_door,False
2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,76d63613abd080fe83b99cffe29e85ef01b12d40.flv,171.0,261.0,2.0,89.0,680,scent_of_woman_tango,True
1e2598afd4d6a8728d6c0076354477db59702a5a.flv,436657d23d80e9dbce2df57db62a3b45e05d475e.flv,212.0,214.0,111.0,113.0,873,the_last_samurai_last_battle,True
1f73466d86f0a92140bd2f89eb95e8c147b47935.flv,4aec2dcc12e748c4d2ff51fd6e84fac3fd9b5748.flv,0.0,14.0,0.0,14.0,262,obama_kicks_door,True
2bdf8029b38735a992a56e32cfc81466eea81286.flv,42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,73.0,362.0,12.0,301.0,836,t-mac_13_points_in_35_seconds,True
a8ad757811a9292d6184ff2f16f7be2ce686a605.flv,d8bc8b695ab831b8f511dd2ab56d7e7ac0cd1a21.flv,16.0,572.0,0.0,556.0,327,osama_bin_laden_is_dead_obama_speech_at_white_house,True
8eced8631e728d892ecce8b2d916e8f12c03f63b.flv,,187.0,202.0,,,,titanic_fly_scene,False
2283dfecf92111bfb035888b4810c011ac164876.flv,,76.0,89.34,,,,kennedy_assassination_slow_motion,False
3216eba70c40df452e982aabf4b6a19e40f037f4.mp4,58a33de5c9bd85b5dfe782eca6af35eeb390bd92.flv,4.0,18.0,0.0,14.0,262,obama_kicks_door,True
a8253d279cbeb3a29bd346b63083c054eab1407a.flv,e2cae9c5ef92cbb53d823cfeb4d75c294baed21c.flv,10.0,32.0,0.0,22.0,183,kennedy_assassination_slow_motion,True
931eee04c9bc764b3005c949528dec603d1d8394.flv,e2409fb1749da3d3412fa0e5a1751c2fa0a6965d.flv,2.0,89.0,12.0,145.0,680,scent_of_woman_tango,True
da1854c05d28b4d56f176c1aae5b14d7b9e36536.flv,,254.0,269.0,,,,scent_of_woman_tango,False
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,0ed02c5bbb500542f88f0d7285e56e1186ac9bf5.flv,35.0,37.0,6.0,8.0,1298,zidane_headbutt,True
42daf76df2f31f0805f2f3f766bb348bb24feac7.flv,60b45a875979efba30700f8e55728d17f0857212.flv,194.0,203.0,278.0,288.0,782,t-mac_13_points_in_35_seconds,True
09516f733d69613b8f6085b83d0aacd6f1a7f75d.mp4,c4365f3b67428240a4e82a07ec373cc2db96e0a4.mp4,151.0,160.0,31.0,40.0,786,t-mac_13_points_in_35_seconds,True
5496ef100ec5a5151c058cb264d9877bf7e90960.flv,5965d78e520ef5c162f22da88745f4c6dccd6fcf.flv,0.0,10.0,0.0,10.0,209,maradona_hand_of_god,True
2e246b45e7dfba0a7cfb2beb557c40d81dc02c99.flv,3ec7ab68ed6a1690d7c0074bc563d0dccac57726.flv,18.0,26.0,62.0,70.0,211,maradona_hand_of_god,True
2e246b45e7dfba0a7cfb2beb557c40d81dc02c99.flv,,41.0,56.0,,,,maradona_hand_of_god,False
93a48fd66a22cf0189c14a6b8571d72f657b64bc.mp4,cf2ead1b5a8474f80e34ea569c8dee86140828a6.flv,64.0,78.0,0.0,14.0,262,obama_kicks_door,True
283043f1c1433d9205416d2922764421d3d7e34e.flv,e7831eba03ee7083a9d547fdde6adadaa05f3eeb.flv,14.0,18.0,106.0,109.0,631,saving_private_ryan_omaha_beach,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,e862343f349018b392c1a389ff71cbe5eea67666.flv,4.0,12.0,9.0,16.0,810,t-mac_13_points_in_35_seconds,True
2b1a3faf58c38efc393635e3cc007946914516d0.flv,,11.0,17.0,,,,bolt_beijing_100m,False
28e2a70b9a97f4f501ec673368cdd9caa1d00831.flv,d821d4ffbf4f727e376164e2ad149757b70d0579.flv,130.0,413.0,2.0,273.0,969,the_pursuit_of_happyness_-_job_interview,True
1f518e563d7fcdc4f21aedc1e2b30298255dd10c.flv,2283dfecf92111bfb035888b4810c011ac164876.flv,1.0,31.0,27.0,43.0,181,kennedy_assassination_slow_motion,True
02ffeecd09331f27f731b2eabc6d1e0dcd91daa4.flv,5f6d3fba8821f4e3358d5ff9dd6d3bc55b03b119.flv,0.0,13.0,6.0,19.0,215,maradona_hand_of_god,True
3fe2e54fdb267849aa8aeb0b39ec0d1c7075b391.flv,63407cc775874d569f82a2060c636b785c09a487.flv,5.0,45.0,1.0,41.0,20,beckham_70_yard_goal,True
8d222599bddb8d463bc7c7835f209cbc41072ca6.mp4,92e46a8b5dcc5f1ad5db96e626d56234470f3c28.flv,21.0,25.0,154.0,160.0,785,t-mac_13_points_in_35_seconds,True
5106b657cb3d1d98dd496150241aa529c80bd479.flv,e4b443e64c27a3364d16db8e11e6e85f2d3fd7ed.flv,255.0,264.0,36.0,45.0,782,t-mac_13_points_in_35_seconds,True
0dbcff0b6d671e1579ad468eed54d84f7e9b7289.mp4,b91aa7020c5dd0a6518d11f745b275363f854bce.flv,5.0,11.0,16.0,19.0,1298,zidane_headbutt,True
97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,ab12206048207553294916664d0ebf1cd9e81ef6.flv,86.0,96.0,32.0,42.0,28,beckham_70_yard_goal,True
54b8c1ae26a16400c15badbae407c809b3ebf03c.flv,,330.0,339.0,,,,president_obama_takes_oath,False
1c3639a371f22ee3e5f111d4b9d2b045cfa6fb02.flv,d7fd4ee52ade46db49e9fbabdf5d964ce0677961.flv,0.0,537.0,28.0,565.0,277,osama_bin_laden_is_dead_obama_speech_at_white_house,True
1ca9e47028d5d38e082ff7fbac68fb24d4bafc4f.mp4,75b4b9a9fc4801a2f625297c698e5eef4ec37cfe.flv,97.0,106.0,113.0,122.0,679,scent_of_woman_tango,True
23b0c2b21d1471204cd3e3a1de22e8d98849abfe.flv,2a3a855c1a79ccfda28c57c4a2bcdaa85c725787.flv,4.0,147.0,166.0,266.0,674,scent_of_woman_tango,True
c854dfdd9b038a39cf36d5ded719822e1e5e942a.flv,e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,24.0,37.0,498.0,511.0,270,obama_kicks_door,True
44be6e5e82fced7f458b17c0230118034ffc7a57.flv,a99ef662562ec242651946259b170b409c0d48d7.mp4,210.0,218.0,69.0,73.0,765,t-mac_13_points_in_35_seconds,True
668693ee5770ba3bfd7c6b5374d13c137a7c5942.flv,b87117db8a791ef534d91b79dd6d0ab57ffc644c.flv,96.0,131.0,15.0,50.0,762,t-mac_13_points_in_35_seconds,True
9026d2a43d0e645901aa9138136bbc1491856ffb.flv,97c71f57e83f6ab16906fdd7edc8e3f88d2ceee1.flv,0.0,18.0,21.0,39.0,14,beckham_70_yard_goal,True
3d0a3002441f682c7124806eb9b92c677af2ee9e.flv,44be6e5e82fced7f458b17c0230118034ffc7a57.flv,78.0,88.0,4.0,14.0,813,t-mac_13_points_in_35_seconds,True
5106b657cb3d1d98dd496150241aa529c80bd479.flv,60b45a875979efba30700f8e55728d17f0857212.flv,97.0,104.0,265.0,272.0,780,t-mac_13_points_in_35_seconds,True
5b14829fbd7b9a97df21db5b990a57bc13e38a89.flv,72b76094f00ba7454dcf6fbeffc5f58f4977ce8b.flv,136.0,177.0,0.0,41.0,698,scent_of_woman_tango,True
37b31d607d31a47d347b15dae2b8aa63e57861eb.flv,8084216caff6082b4e71ae4bbfe556f28a68485f.flv,41.0,45.0,237.0,241.0,0,baggio_penalty_1994,True
28a7b8e86a5bc14c3668248d3a1395af9d58cdcb.mp4,3f81759e6e56e326c0deb3f1ca002e4c68d87eec.flv,281.0,361.0,42.0,122.0,278,osama_bin_laden_is_dead_obama_speech_at_white_house,True
10732a0e6a0edef9dcbb2155236e46a7ed5047c0.flv,df0c9e9664cfa6720c94e13eae35ddb7a9b5b927.flv,4.0,18.0,20.0,34.0,262,obama_kicks_door,True
86a3afc4f23edb7fa6919bd7371ea7d5f4a946f9.flv,e47d10d837cacf72bb23c45339b1cbc307a513be.mp4,0.0,13.0,498.0,511.0,270,obama_kicks_door,True
23b0c2b21d1471204cd3e3a1de22e8d98849abfe.flv,c9cee9c02cc23af3a26ee9548b895addd643974f.flv,37.0,66.0,191.0,220.0,714,scent_of_woman_tango,True
06f0dd6a00b38b553844d0550696e5ce1fb448b6.flv,,261.0,276.0,,,,obama_kicks_door,False
7a80366e144e759603a9ebecfd91848196e255d2.flv,c70491f4b4d4a8e90561c11ac929edf430e62641.flv,4.0,122.0,8.0,126.0,165,infernal_affairs_1,True
855f0c045b8b0f8f74a6e8a8d7cfc4aff5fbcc4b.flv,,44.0,59.0,,,,president_obama_takes_oath,False
7deff9e47e47c98bb341c4355dfff9a82bfba221.flv,,57.0,72.0,,,,infernal_affairs_1,False
34d8301dfa17beef7c5a703c03765e328c2c108e.flv,eb97c61cfd330392a5d8c6d5c7e48fdfd1a0c859.flv,20.0,124.0,0.0,120.0,1040,titanic_fly_scene,True
bc0f16fd0538091a9e1eba02a8da9559e2751f6f.mp4,d8bc8b695ab831b8f511dd2ab56d7e7ac0cd1a21.flv,0.0,356.0,5.0,361.0,317,osama_bin_laden_is_dead_obama_speech_at_white_house,True
b4adf259a412ffc4cfbfecd4bc14693b683791b0.flv,d4ff86e0f64fcf4d664f3199e19bd6a38482c3e1.flv,0.0,14.0,5.0,19.0,262,obama_kicks_door,True
9e9f2730f5f2bb277d07f7125372352597274f6b.flv,f410b354eec142d6e0f1124bffe6aad83d8dc427.flv,0.0,37.0,16.0,53.0,494,president_obama_takes_oath,True
4cfa923904010814758c07c039b0388ed0be08ec.flv,bbdbe357f408fb84d5f57c1522a90504f3162d6f.flv,50.0,53.0,29.0,32.0,118,dove_evolution_commercial,True
14c81d68b80d04743a107d4de859cb4724ccc2c1.flv,c22d8160f6950e9748d3c0d1cf26e342d54f281f.mp4,55.0,69.0,2.0,16.0,262,obama_kicks_door,True
36d4ff38748397fadca52e851f1b6f4679bf3027.flv,9110765efc621b8e551b94889875201f36a48d49.flv,0.0,9.0,3.0,12.0,211,maradona_hand_of_god,True
9f7862bcee961fdec039a3f287ad7c8351cfbed9.flv,a15a43f0cf9ce7eab781706a82ee0027d53aae4f.flv,58.0,133.0,64.0,164.0,1261,troy_achilles_and_hector,True
